Olympijský	A
vítìz	N
v	R
plaveckém	A
maratónu	N
zdolal	V
1500	C
m	N
volným	A
zpùsobem	N
v	R
èase	N
14	C
:	Z
41.66	C
,	Z
èím¾	P
pøekonal	V
o	R
1.82	C
svùj	P
nejlep¹í	A
výkon	N
z	R
Barcelony	N
1992	C
.	Z

Souèasnì	D
mu	P
namìøili	V
rozhodèí	N
mezièas	N
na	R
800	C
m	N
7	C
:	Z
46.00	C
,	Z
co¾	P
je	V
lep¹í	A
o	R
0.6	C
s	N
ne¾	J
jeho	P
vlastní	A
rekord	N
z	R
února	N
1992	C
.	Z

Perkins	N
dosáhl	V
prùmìru	N
58.77	C
na	R
sto	N
metrù	N
.	Z

Program	N
odpovìdnosti	N
v	R
chemii	N

Praha	N
-	Z

Zásady	N
mezinárodního	A
programu	N
Odpovìdné	A
podnikání	N
v	R
chemii	N
-	Z
Responsible	A
Care	N
(	Z
RC	N
)	Z
rozeslal	V
Svaz	N
chemického	A
prùmyslu	N
jednotlivým	A
spoleènostem	N
,	Z
které	P
se	P
k	R
RC	N
pøihlásily	V
,	Z
v	R
prosinci	N
minulého	A
roku	N
.	Z

Bìhem	R
leto¹ního	A
bøezna	N
a¾	J
dubna	N
by	V
mìl	V
být	V
zpracován	V
jako	J
svazový	A
program	N
.	Z

Jak	D
sdìlil	V
spolupracovník	N
svazu	N
pro	R
otázky	N
ochrany	N
prostøedí	N
Ivan	N
Zíka	N
,	Z
dobrovolný	A
program	N
RC	N
vyhlásila	V
mezinárodní	A
organizace	N
svazù	N
chemie	N
CEFIC	N
v	R
roce	N
1986	C
na	R
základì	N
zku¹eností	N
získaných	A
od	R
roku	N
1984	C
v	R
Kanadì	N
.	Z

Program	N
navazuje	V
na	R
standardizaci	N
ISO	N
9000	C
.	Z

Sociální	A
demokrati	N
vypracovali	V
základní	A
verzi	N
svého	P
volebního	A
programu	N

Praha	N
-	Z

Ochrana	N
¾ivotního	A
prostøedí	N
,	Z
hospodáøský	A
rozvoj	N
a	J
rozvoj	N
sociální	A
sféry	N
budou	V
hlavními	A
pilíøi	N
politiky	N
èeské	A
sociální	A
demokracie	N
.	Z

Uvádí	V
se	P
to	P
v	R
návrhu	N
volebního	A
programu	N
s	R
názvem	N
"	Z
Spoleènost	N
vzdìlání	N
,	Z
spoluúèasti	N
a	J
solidarity	N
,	Z
"	Z
který	P
má	V
schvalovat	V
dubnový	A
sjezd	N
ÈSSD	N
.	Z

Politika	N
v	R
sociální	A
oblasti	N
musí	V
podle	R
návrhu	N
ÈSSD	N
napomáhat	V
k	R
získání	N
spravedlivé	A
odmìny	N
za	R
práci	N
.	Z

"	Z
Ka¾dý	A
musí	V
mít	V
právo	N
získávat	V
ob¾ivu	N
ve	R
svobodnì	D
zvoleném	A
zamìstnání	N
,	Z
"	Z
uvádí	V
se	P
v	R
dokumentu	N
.	Z

Výkon	N
sociální	A
politiky	N
by	V
mìl	V
být	V
zakotven	V
ve	R
sféøe	N
státu	N
.	Z

Hovory	N
v	R
Lánech	N

Výbìr	N
z	R
pravidelného	A
rozhovoru	N
s	R
prezidentem	N
Václavem	N
Havlem	N
,	Z
vysílaného	A
Èeským	A
rozhlasem	N
Pøed	R
námi	P
bude	V
zajímavý	A
rok	N
.	Z

Mám	V
se	P
v	R
prosinci	N
v	R
Budape¹ti	N
úèastnit	V
summitu	N
Konference	N
o	R
bezpeènosti	N
a	J
spolupráci	N
v	R
Evropì	N
.	Z

Tato	P
instituce	N
vznikla	V
je¹tì	D
v	R
dobì	N
bipolárního	A
rozdìlení	N
svìta	N
a	J
teï	D
hledá	V
svoji	P
identitu	N
,	Z
hledá	V
svùj	P
smysl	N
,	Z
vizi	N
svého	P
budoucího	A
poslání	N
.	Z

Pak	D
se	P
mám	V
úèastnit	V
v	R
lednu	N
summitu	N
èlenských	A
zemí	N
Rady	N
bezpeènosti	N
,	Z
bude	V
50	C
.	Z
výroèí	N
zalo¾ení	N
OSN	N
.	Z

S	R
cílem	N
prorazit	V
maltský	A
beton	N

Opava	N
(	Z
¹v	N
,	Z
sn	N
)	Z
-	Z

S	R
jednoznaèným	A
cílem	N
vyhrát	V
v	R
Opavì	N
nad	R
Maltou	N
vstupuje	V
dnes	D
do	R
kvalifikace	N
ME	N
fotbalový	A
tým	N
ÈR	N
do	R
21	C
let	N
.	Z

Vítìz	N
skupiny	N
postoupí	V
do	R
bojù	N
o	R
evropský	A
a	J
má	V
velmi	D
pravdìpodobnou	A
úèast	N
na	R
OH	N
1996	C
v	R
Atlantì	N
.	Z

Mal»any	N
jsem	V
osobnì	D
hrát	V
nevidìl	V
,	Z
ale	J
podle	R
mých	P
informací	N
mají	V
v¹e	P
postavené	A
na	R
obranì	N
,	Z
zabetonují	V
se	P
pøed	R
¹estnáctkou	N
a	J
natahují	V
èas	N
.	Z

Musíme	V
být	V
hlavnì	D
trpìliví	A
,	Z
øíká	V
trenér	N
èeského	A
výbìru	N
Ivan	N
Kopecký	N
.	Z

Dvakrát	C
o	R
mistra	N
svìta	N

Praha	N
-	Z

V	R
záøí	N
zaènou	V
soubì¾nì	D
dva	C
¹achové	A
zápasy	N
,	Z
jejich¾	P
vítìzové	N
si	P
budou	V
pøisuzovat	V
korunu	N
¹achového	A
krále	N
.	Z

V	R
Londýnì	N
nastoupí	V
Garri	N
Kasparov	N
proti	R
Nigelu	N
Shortovi	N
,	Z
v	R
dosud	D
neurèeném	A
nizozemském	A
mìstì	N
se	P
støetnou	V
Anatolij	N
Karpov	N
a	J
Jan	N
Timman	N
.	Z

Mistr	N
svìta	N
Kasparov	N
,	Z
jak	J
známo	A
,	Z
nepøistoupil	V
na	R
finanèní	A
podmínky	N
Mezinárodní	A
¹achové	A
federace	N
(	Z
FIDE	N
)	Z
.	Z

K	R
nìmu	P
se	P
pøipojil	V
i	J
anglický	A
vyzývatel	N
Nigel	N
Short	N
a	J
FIDE	N
po	R
marném	A
jednání	N
oba	C
diskvalifikovala	V
.	Z

Právo	N
hrát	V
o	R
titul	N
tak	D
pøe¹lo	V
na	R
dal¹í	A
dva	C
z	R
turnaje	N
kandidátù	N
-	Z
exmistra	N
svìta	N
Karpova	N
a	J
Nizozemce	N
Timmana	N
.	Z

Triatlonistky	N
stávkovaly	V

Zlín	N
-	Z

Vítìz	N
11	C
.	Z
závodu	N
Èeského	A
poháru	N
v	R
triatlonu	N
Tomá¹	N
Koèaø	N
z	R
Kepák	N
JOKO	N
týmu	N
Brno	N
získal	V
vzhledem	R
k	R
tomu	P
,	Z
¾e	J
Grand	A
Prix	N
Joko	N
mìla	V
nejvy¹¹í	A
koeficient	N
1.5	C
,	Z
plných	A
50	C
tisíc	C
korun	N
.	Z

Druhý	C
skonèil	V
Seidl	N
,	Z
tøetí	C
Slovák	N
Baran	N
.	Z

Start	N
závodu	N
na	R
luhaèovické	A
pøehradì	N
poznamenala	V
stávka	N
¾en	N
,	Z
které	P
odmítly	V
nastoupit	V
k	R
závodu	N
kvùli	R
organizaèním	A
zmatkùm	N
(	Z
chybìla	V
sanitka	N
a	J
motocykly	N
pro	R
rozhodèí	N
,	Z
a	J
tak	J
se	P
start	N
o	R
hodinu	N
posunul	V
)	Z
.	Z

Po	R
plavání	N
vedl	V
Koèaø	N
o	R
pùl	N
minuty	N
pøed	R
Kròávkem	N
.	Z

Mitterrand	N
o	R
svém	P
postoji	N
k	R
Pétainovi	N

Paøí¾	N
-	Z

Nìkdej¹í	A
oddanost	N
souèasného	A
francouzského	A
prezidenta	N
Françoise	N
Mitterranda	N
kolaborantské	A
vládì	N
mar¹ála	N
Pétaina	N
,	Z
který	P
byl	V
po	R
druhé	C
svìtové	A
válce	N
odsouzen	V
k	R
trestu	N
smrti	N
,	Z
je	V
hlavní	A
náplní	N
nové	A
knihy	N
Francouzské	A
mládí	N
,	Z
je¾	P
se	P
právì	D
objevila	V
na	R
pultech	N
paøí¾ských	A
obchodù	N
.	Z

Jejím	P
autorem	N
je	V
novináø	N
z	R
okruhu	N
prezidentových	A
známých	N
Pierre	N
Péan	N
.	Z

Dlouho	D
tajené	A
dokumenty	N
a	J
svìdectví	N
odhalují	V
na	R
616	C
stranách	N
pravicové	A
a	J
nacionalistické	A
postoje	N
mladého	A
Mitterranda	N
pøed	R
válkou	N
,	Z
které	P
vyústily	V
v	R
jeho	P
dobrovolné	A
a	J
aktivní	A
zapojení	N
do	R
antisemitské	A
a	J
rasistické	A
politiky	N
francouzské	A
kolaborantské	A
vlády	N
se	R
sídlem	N
ve	R
Vichy	N
.	Z

Zahranièní	A
firmy	N
a	J
my	P

Americká	A
spoleènost	N
Westinghouse	N
vznikla	V
asi	T
pøed	R
100	C
lety	N
,	Z
kdy	D
se	P
zaèala	V
zabývat	V
produkcí	N
zaøízení	N
na	R
výrobu	N
stejnosmìrného	A
proudu	N
.	Z

V	R
souèasnosti	N
zamìstnává	V
kolem	R
100000	C
lidí	N
a	J
dosahuje	V
roèního	A
obratu	N
8	C
a¾	J
9	C
miliard	N
dolarù	N
.	Z

Pøímo	D
pùsobí	V
v	R
37	C
zemích	N
a	J
obchoduje	V
s	R
více	D
ne¾	J
100	C
státy	N
.	Z

Sídlo	N
má	V
v	R
Pittsburghu	N
ve	R
státì	N
Pensylvánie	N
.	Z

Spoleènost	N
nyní	D
vyrábí	V
zaøízení	N
pro	R
energetiku	N
,	Z
elektronické	A
systémy	N
a	J
zaøízení	N
pro	R
ochranu	N
¾ivotního	A
prostøedí	N
.	Z

Výrobní	A
program	N
doplòují	V
mobilní	A
chladící	A
zaøízení	N
a	J
vysílací	A
televizní	A
technika	N
.	Z

Zemì	N
støední	A
a	J
východní	A
Evropy	N
do	R
ES	N
ve	R
vzdálenìj¹í	A
budoucnosti	N

Londýn	N
-	Z

Britské	A
zájmy	N
musí	V
zùstat	V
prvotní	A
i	J
pøi	R
èlenství	N
zemì	N
v	R
Evropském	A
spoleèenství	N
,	Z
ale	J
její	P
rozhodování	N
musí	V
být	V
souèástí	N
¹ir¹ího	A
evropského	A
vývoje	N
,	Z
prohlásil	V
vèera	D
na	R
mimoøádném	A
zasedání	N
Dolní	A
snìmovny	N
britského	A
parlamentu	N
premiér	N
John	N
Major	N
.	Z

Uvedl	V
,	Z
¾e	J
mimoøádný	A
summit	N
nejvy¹¹ích	A
pøedstavitelù	N
ES	N
se	P
uskuteèní	V
16	C
.	Z
øíjna	N
v	R
anglickém	A
Birminghamu	N
.	Z

Vyslovil	V
se	P
pro	R
roz¹íøení	N
evropské	A
dvanáctky	N
o	R
skandinávské	A
zemì	N
a	J
Rakousko	N
a	J
ve	R
vzdálenìj¹í	A
budoucnosti	N
o	R
zemì	N
støední	A
a	J
východní	A
Evropy	N
.	Z

Jedno	C
srdce	N
ptaèí	A
,	Z
ètyøi	C
kapky	N
¾luèi	N

(	Z
NLN	N
28	C
.	Z
1	C
.	Z
1995	C
)	Z

Uveøejòování	N
takových	P
èlánkù	N
je	V
nesmírnì	D
dùle¾ité	A
.	Z

Po	R
revoluci	N
se	P
s	R
rùznými	A
pavìdami	N
a	J
¹arlatánstvím	N
roztrhl	V
pytel	N
,	Z
co¾	P
chápu	V
,	Z
proto¾e	J
jednak	J
byly	V
za	R
komunismu	N
zakázané	A
,	Z
a	J
tak	D
logicky	D
pøitahovaly	V
,	Z
a	J
za	R
druhé	A
nabízejí	V
rychlá	A
a	J
snadná	A
øe¹ení	N
a	J
vysvìtlení	N
,	Z
co¾	P
se	P
hroznì	D
líbí	V
tìm	P
,	Z
kteøí	P
neradi	A
myslí	V
.	Z

Co	P
ale	J
nechápu	V
,	Z
proè	D
ve	R
stejné	A
dobì	N
vìdy	N
a	J
osvìta	N
vyklidily	V
pole	N
,	Z
pøesnìji	D
vyklidily	V
stránky	N
novin	N
a	J
èasopisù	N
a	J
stáhly	V
se	P
do	R
ústraní	N
.	Z

Mana¾er	N
Baníku	N
se	P
vzdal	V
funkce	N

Ostrava	N
-	Z

Mana¾er	N
fotbalového	A
klubu	N
Baník	N
Ostrava	N
Jan	N
Pavliska	N
se	P
vzdal	V
svého	P
èlenství	N
v	R
ligové	A
komisi	N
ÈMFS	N
.	Z

"	Z
Nepova¾uji	V
za	R
fair	A
play	N
,	Z
kdy¾	J
jsme	V
z	R
objektivních	A
dùvodù	N
po¾ádali	V
o	R
pøelo¾ení	N
ligového	A
utkání	N
s	R
Drnovicemi	N
a	J
pøedseda	N
ligové	A
komise	N
pan	N
Novák	N
na¹i	P
¾ádost	N
vùbec	D
nepøedlo¾il	V
k	R
projednání	N
,	Z
"	Z
uvedl	V
Pavliska	N
na	R
vysvìtlenou	N
ke	R
své	P
demisi	N
.	Z

Pozornost	N
,	Z
dar	N
,	Z
etika	N

Je	V
to	P
zvlá¹tní	A
a	J
tì¾ké	A
rozhodování	N
pøi	R
obchodních	A
jednáních	N
:	Z

Co	P
je	V
pozornost	N
a	J
co	P
je	V
dar	N
?	Z

Jaká	P
je	V
mezi	R
nimi	P
hranice	N
?	Z

Pøitom	D
v¹ichni	P
víme	V
,	Z
¾e	J
vhodná	A
pozornost	N
doká¾e	V
vytvoøit	V
prostøedí	N
dùvìry	N
a	J
sympatie	N
,	Z
tak¾e	J
urèité	A
ledy	N
a	J
bariéry	N
rezervovanosti	N
se	P
rychleji	D
rozplynou	V
.	Z

V	R
dal¹ích	A
øádcích	N
nebude	V
odkaz	N
na	R
¾ádný	P
zákon	N
a	J
paragraf	N
a	J
pøesto	D
pùjde	V
o	R
zále¾itost	N
nanejvý¹	D
aktuální	A
a	J
citlivou	A
-	Z
o	R
podnikatelskou	A
etiku	N
.	Z

Je	V
darem	N
kytka	N
,	Z
tu¾ka	N
,	Z
kalendáø	N
,	Z
kravata	N
,	Z
dárkové	A
balení	N
vína	N
èi	J
sada	N
sklenièek	N
?	Z

Vina	N
øeditele	N
drah	N
je	V
sporná	A

Státní	A
zastupitelství	N
posuzuje	V
,	Z
zda	J
ob¾alovat	V
E	N
.	Z
©ípa	N

Praha	N
(	Z
jap	N
)	Z
-	Z

Generální	A
øeditel	N
Èeských	A
drah	N
Emanuel	N
©íp	N
zatím	D
neobdr¾el	V
¾ádné	P
oznámení	N
o	R
tom	P
,	Z
¾e	J
by	V
byl	V
ob¾alován	V
v	R
souvislosti	N
se	R
svým	P
jednáním	N
pøed	R
loni	D
pøipravovanou	A
stávkou	N
¾eleznièáøù	N
.	Z

Nehodlá	V
se	P
tedy	D
vyjadøovat	V
k	R
informaci	N
,	Z
podle	R
ní¾	P
pra¾ský	A
úøad	N
vy¹etøování	N
dokonèil	V
v	R
této	P
vìci	N
¹etøení	N
a	J
pøedal	V
spis	N
mìstskému	A
státnímu	A
zastupitelství	N
s	R
návrhem	N
na	R
podání	N
ob¾aloby	N
.	Z

Krátce	D

Dru¾stvo	N
èeských	A
motoristù	N
obsadilo	V
pøi	R
Trialu	N
národù	N
v	R
Andoøe	N
deváté	C
místo	N
,	Z
co¾	P
je	V
nejlep¹í	A
výsledek	N
v	R
historii	N
tohoto	P
odvìtví	N
.	Z

Pìtice	N
finských	A
vzpìraèù	N
byla	V
svou	P
národní	A
federací	N
potrestána	V
za	R
doping	N
.	Z

Tøíletý	A
zákaz	N
startu	N
dostali	V
Oravainen	N
,	Z
Viitala	N
,	Z
Parantainen	N
,	Z
Vepsalainen	N
a	J
Laitinen	N
.	Z

V¹ichni	P
mìli	V
pozitivní	A
nález	N
bìhem	R
testù	N
provádìných	A
v	R
dubnu	N
a	J
èervnu	N
.	Z

Druhý	C
roèník	N
bìhu	N
politikù	N
©pilberkem	N

Brno	N
-	Z

Ji¾	D
nìkolik	C
ministrù	N
a	J
poslancù	N
parlamentu	N
projevilo	V
zájem	N
startovat	V
ve	R
druhém	C
roèníku	N
bìhu	N
©pilberkem	N
,	Z
který	P
se	P
uskuteèní	V
15	C
.	Z
øíjna	N
v	R
parku	N
tohoto	P
brnìnského	A
hradu	N
.	Z

Podle	R
zástupcù	N
poøádající	A
nadace	N
by	V
se	P
na	R
startu	N
mìl	V
objevit	V
mj	D
.	Z
ministr	N
Zieleniec	N
,	Z
zastupitelé	N
Prahy	N
a	J
Bratislavy	N
a	J
herci	N
brnìnských	A
divadel	N
.	Z

Pro	R
druhý	C
roèník	N
je	V
pøipraveno	V
pìt	C
kategorií	N
-	Z
politici	N
do	R
45	C
let	N
a	J
nad	R
45	C
let	N
,	Z
osobnosti	N
,	Z
mezi	R
které	P
se	P
øadí	V
i	J
novináøi	N
,	Z
a	J
dále	D
vysoko¹kol¹tí	A
a	J
støedo¹kol¹tí	A
studenti	N
.	Z

ODS	N
se	P
podle	R
Petrové	N
obávala	V
prolomení	N
restituèní	A
hranice	N

Praha	N
(	Z
mst	N
)	Z
-	Z

Pøijetí	N
zákona	N
o	R
restitucích	N
¾idovského	A
majetku	N
v	R
podobì	N
,	Z
jakou	P
navrhoval	V
Viktor	N
Dobal	N
(	Z
ODA	N
)	Z
,	Z
by	V
podle	R
mluvèí	N
ODS	N
J	N
.	Z
Petrové	N
znamenalo	V
faktické	A
prolomení	N
restituèní	A
hranice	N
dané	A
rokem	N
1948	C
.	Z

Mluvèí	N
tak	D
reagovala	V
na	R
otázku	N
LN	N
,	Z
proè	D
ODS	N
prosadila	V
do	R
zákona	N
pozmìòovací	A
návrh	N
,	Z
jeho¾	P
schválením	N
mají	V
na	R
od¹kodnìní	N
nárok	N
pouze	D
osoby	N
,	Z
které	P
pøi¹ly	V
o	R
majetek	N
z	R
dùvodù	N
rasových	A
,	Z
a	J
ne	T
z	R
národnostních	A
a	J
politických	A
.	Z

Pole	N
pro	R
léèebnu	N
Kromìøí¾	N
(	Z
do	N
)	Z
-	Z

Navrácení	N
50	C
hektarù	N
polí	N
¾ádá	V
Psychiatrická	A
léèebna	N
v	R
Kromìøí¾i	N
.	Z

Pøed	R
válkou	N
mìla	V
léèebna	N
svou	P
farmu	N
,	Z
pìstovala	V
krávy	N
,	Z
prasata	N
,	Z
hospodaøila	V
na	R
polích	N
,	Z
vedla	V
velké	A
zahradnictví	N
.	Z

V	R
padesátých	C
letech	N
komunisté	N
v¹e	P
zabavili	V
.	Z

Za	R
první	C
republiky	N
tohle	P
hospodáøství	N
krylo	V
náklady	N
na	R
provoz	N
léèebny	N
pøibli¾nì	D
z	R
20	C
procent	N
.	Z

Poji¹»ovna	N
pøispívala	V
30	C
procenty	N
,	Z
zemì	N
dal¹ími	A
30	C
procenty	N
,	Z
20	C
procent	N
si	P
platili	V
sami	P
pacienti	N
.	Z

Za	R
souèasného	A
stavu	N
,	Z
kdy	D
se	P
léèebna	N
potýká	V
s	R
obrovskými	A
finanèními	A
potí¾emi	N
,	Z
by	V
ráda	A
znovu	D
obnovila	V
svoji	P
farmu	N
.	Z

Pøiplácení	N
ano	T
,	Z
ale	J
co	P
dál	D

Komentáøe	N

Od	R
druhého	A
pololetí	N
by	V
si	P
mìli	V
v¹ichni	P
pacienti	N
nemocnic	N
s	R
výjimkou	N
dìtí	N
pøiplácet	V
první	C
dva	C
týdny	N
hospitalizace	N
55	C
korun	N
dennì	D
tak	D
øíkajíc	V
na	R
byt	N
a	J
stravu	N
.	Z

Je	V
tøeba	A
zdùraznit	V
:	Z
pøiplácet	V
a	J
nikoli	D
platit	V
.	Z

Navrhovaná	A
èástka	N
je	V
toti¾	D
jen	T
zlomkem	N
nákladù	N
,	Z
které	P
pobyt	N
v	R
nemocnicích	N
skuteènì	D
stojí	V
.	Z

Ty	P
se	P
pohybují	V
kolem	R
¹esti	C
set	N
korun	N
.	Z

Z	R
poji¹tìní	N
dostanou	V
nemocnice	N
pøibli¾nì	D
tøi	C
sta	N
.	Z

Ministerstvo	N
zdravotnictví	N
jim	P
proto	J
kromì	R
penìz	N
od	R
nemocných	N
slibuje	V
ji¾	D
od	R
prvního	C
dubna	N
zvý¹ené	A
platby	N
od	R
poji¹»oven	N
.	Z

Privatizace	N
nevyluèuje	V
bankroty	N

Spláèou	V
dikové	N
,	Z
kteøí	P
vlo¾ili	V
body	N
do	R
Masokombinátu	N
Kladno	N
,	Z
nad	R
výdìlkem	N
?	Z

Pøesto¾e	J
pøedstavitelé	N
ministerstva	N
privatizace	N
a	J
FNM	N
slibovali	V
,	Z
¾e	J
do	R
druhé	A
privatizaèní	A
vlny	N
zaøadí	V
pouze	D
kvalitní	A
a	J
perspektivní	A
podniky	N
,	Z
nyní	D
pøipou¹tìjí	V
,	Z
¾e	J
nìkteré	P
z	R
nich	P
mohou	V
v	R
relativnì	D
krátké	A
dobì	N
zbankrotovat	V
.	Z

"	Z
Od	R
doby	N
výbìru	N
a	J
zaøazení	N
podnikù	N
do	R
definitivní	A
nabídky	N
do	R
konce	N
vlny	N
uplynulo	V
více	D
ne¾	J
tøi	C
ètvrtì	N
roku	N
a	J
my	P
nemù¾eme	V
vylouèit	V
,	Z
¾e	J
za	R
toto	P
období	N
nedo¹lo	V
k	R
posunu	N
v	R
hospodaøení	N
podniku	N
,	Z
"	Z
uvedl	V
na	R
dotaz	N
LN	N
první	C
místopøedseda	N
FNM	N
Petr	N
Èermák	N
.	Z

Rozruch	N
kolem	R
L	N
.	Z
Pittnera	N

Bratislava	N
(	Z
mi¹	N
)	Z
-	Z

Znaèný	A
rozruch	N
ve	R
slovenské	A
pøedvolební	A
atmosféøe	N
vyvolalo	V
jmenování	N
nových	A
generálù	N
armády	N
a	J
policie	N
.	Z

Pøi	R
pøíle¾itosti	N
50	C
.	Z
výroèí	N
Slovenského	A
národního	A
povstání	N
pový¹il	V
prezident	N
Kováè	N
do	R
hodnosti	N
generálmajora	N
Ministerstva	N
vnitra	N
SR	N
i	J
souèasného	A
ministra	N
vnitra	N
Ladislava	N
